n_pruned,n_kept,keep_frac,rec_prior,rec_zero,prior_zero_gap
5.807000000000000000e+03,3.370000000000000000e+02,5.485026041666666435e-02,1.158423044840494742e-01,1.122507466634114631e-01,3.591557820638011100e-03
5.811000000000000000e+03,3.330000000000000000e+02,5.419921875000000000e-02,1.158638224283854157e-01,1.122706827799479223e-01,3.593139648437493339e-03
5.815000000000000000e+03,3.290000000000000000e+02,5.354817708333333565e-02,1.158879628499348974e-01,1.122952036539713594e-01,3.592759195963537988e-03
5.819000000000000000e+03,3.250000000000000000e+02,5.289713541666666435e-02,1.158865651448567763e-01,1.123215352376302073e-01,3.565029907226568984e-03
5.823000000000000000e+03,3.210000000000000000e+02,5.224609375000000000e-02,1.158770782470703170e-01,1.123421763102213505e-01,3.534901936848966475e-03
5.827000000000000000e+03,3.170000000000000000e+02,5.159505208333333565e-02,1.159182963053385362e-01,1.123636922200520888e-01,3.554604085286447446e-03
5.831000000000000000e+03,3.130000000000000000e+02,5.094401041666666435e-02,1.159137074788411520e-01,1.123825734456380260e-01,3.531134033203126021e-03
5.835000000000000000e+03,3.090000000000000000e+02,5.029296875000000000e-02,1.159628417968749936e-01,1.124080179850260458e-01,3.554823811848947801e-03
5.839000000000000000e+03,3.050000000000000000e+02,4.964192708333333565e-02,1.159733937581380186e-01,1.124273763020833400e-01,3.546017456054678663e-03
5.843000000000000000e+03,3.010000000000000000e+02,4.899088541666666435e-02,1.160658325195312451e-01,1.124511423746744759e-01,3.614690144856769205e-03
5.847000000000000000e+03,2.970000000000000000e+02,4.833984375000000000e-02,1.160538614908854099e-01,1.124700042724609411e-01,3.583857218424468805e-03
5.851000000000000000e+03,2.930000000000000000e+02,4.768880208333333565e-02,1.160488922119140565e-01,1.124922332763671901e-01,3.556658935546866407e-03
5.855000000000000000e+03,2.890000000000000000e+02,4.703776041666666435e-02,1.161530019124348972e-01,1.125182413736979109e-01,3.634760538736986346e-03
5.859000000000000000e+03,2.850000000000000000e+02,4.638671875000000000e-02,1.161479420979817656e-01,1.125419301350911450e-01,3.606011962890620648e-03
5.863000000000000000e+03,2.810000000000000000e+02,4.573567708333333565e-02,1.162840504964192667e-01,1.125703542073567681e-01,3.713696289062498601e-03
5.867000000000000000e+03,2.770000000000000000e+02,4.508463541666666435e-02,1.162212646484375028e-01,1.125992594401041685e-01,3.622005208333334281e-03
5.871000000000000000e+03,2.730000000000000000e+02,4.443359375000000000e-02,1.163637746175130161e-01,1.126264088948567693e-01,3.737365722656246780e-03
5.875000000000000000e+03,2.690000000000000000e+02,4.378255208333333565e-02,1.162696044921874977e-01,1.126503163655599021e-01,3.619288126627595581e-03
5.879000000000000000e+03,2.650000000000000000e+02,4.313151041666666435e-02,1.163793558756510416e-01,1.126769327799479192e-01,3.702423095703122335e-03
5.883000000000000000e+03,2.610000000000000000e+02,4.248046875000000000e-02,1.163143249511718741e-01,1.127029998779296854e-01,3.611325073242188655e-03
5.887000000000000000e+03,2.570000000000000000e+02,4.182942708333333565e-02,1.164110310872395887e-01,1.127287587483723902e-01,3.682272338867198513e-03
5.891000000000000000e+03,2.530000000000000000e+02,4.117838541666666435e-02,1.163323903401692755e-01,1.127523457845052146e-01,3.580044555664060879e-03
5.895000000000000000e+03,2.490000000000000000e+02,4.052734375000000000e-02,1.164377878824869733e-01,1.127817016601562472e-01,3.656086222330726110e-03
5.899000000000000000e+03,2.450000000000000000e+02,3.987630208333333565e-02,1.163920837402343811e-01,1.128130035400390641e-01,3.579080200195317030e-03
5.903000000000000000e+03,2.410000000000000000e+02,3.922526041666666435e-02,1.165366973876953149e-01,1.128402404785156243e-01,3.696456909179690609e-03
5.907000000000000000e+03,2.370000000000000000e+02,3.857421875000000000e-02,1.165043304443359323e-01,1.128670684814453151e-01,3.637261962890617206e-03
5.911000000000000000e+03,2.330000000000000000e+02,3.792317708333333565e-02,1.165848022460937439e-01,1.128962097167968692e-01,3.688592529296874645e-03
5.915000000000000000e+03,2.290000000000000000e+02,3.727213541666666435e-02,1.166985605875651005e-01,1.129242991129557339e-01,3.774261474609366673e-03
5.919000000000000000e+03,2.250000000000000000e+02,3.662109375000000000e-02,1.165825927734374934e-01,1.129554972330729101e-01,3.627095540364583259e-03
5.923000000000000000e+03,2.210000000000000000e+02,3.597005208333333565e-02,1.167782501220703123e-01,1.129823893229166681e-01,3.795860799153644161e-03
5.927000000000000000e+03,2.170000000000000000e+02,3.531901041666666435e-02,1.167186136881510350e-01,1.130101786295572980e-01,3.708435058593737010e-03
